"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-16","7.16",,"0.00",,"0.0","0.0","72","82","65",,"   70","   40",,"13.0","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-17","5.82",,"0.09",,"0.0","0.0","74","85","69",,"  180","  180",,"13.0","15.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-18","11.86",,"0.00",,"0.0","0.0","80","90","74",,"  210","  190",,"23.9","33.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-19","13.87",,"0.56",,"0.0","0.0","83","90","71",,"  270","  270",,"31.1","44.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-20","13.65",,"0.00",,"0.0","0.0","78","88","72",,"  250","  250",,"23.9","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-21","9.40",,"0.01",,"0.0","0.0","79","87","70",,"  340","  330",,"31.1","36.9",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-22","7.61",,"0.00",,"0.0","0.0","78","89","69",,"  230","  240",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-23","14.76",,"0.02",,"0.0","0.0","81","89","75",,"  220","  220",,"25.9","35.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-24","12.97",,"0.67",,"0.0","0.0","82","88","72",,"  300","  310",,"31.1","38.9","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-25","8.50",,"0.00",,"0.0","0.0","79","86","69",,"  270","  280",,"18.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-26","7.61",,"0.00",,"0.0","0.0","76","82","64",,"  270","  220",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-27","8.50",,"0.25",,"0.0","0.0","72","80","61",,"  320","  280",,"21.9","27.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-28","9.17",,"0.00",,"0.0","0.0","71","81","62",,"  320","  320",,"17.0","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-29","12.75",,"0.00",,"0.0","0.0","76","88","66",,"  240","  200",,"21.9","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-06-30","12.53",,"0.00",,"0.0","0.0","81","93","73",,"  220","  220",,"25.9","32.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-01","11.18",,"0.63",,"0.0","0.0","82","89","73",,"  300","  300",,"23.9","28.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-02","7.61",,"0.00",,"0.0","0.0","80","91","72",,"  230","  200",,"15.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-03","7.16",,"0.00",,"0.0","0.0","83","91","72",,"  270","  270",,"18.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-04","5.37",,"0.33",,"0.0","0.0","82","90","71",,"  220","  210",,"15.0","18.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-05","7.16",,"0.00",,"0.0","0.0","76","84","70",,"  120","  110",,"13.0","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-06","8.05",,"0.26",,"0.0","0.0","73","75","70",,"   90","   30",,"13.0","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-07","7.83",,"0.51",,"0.0","0.0","75","86","71",,"  300","  300",,"33.1","40.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-08","9.62",,"0.01",,"0.0","0.0","78","87","70",,"  260","  280",,"29.1","35.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-09","7.83",,"0.00",,"0.0","0.0","77","83","69",,"  270","  200",,"16.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-10","7.16",,"0.00",,"0.0","0.0","78","89","66",,"  220","  200",,"19.9","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-11","10.51",,"0.00",,"0.0","0.0","82","91","76",,"  250","  270",,"21.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-12","11.63",,"0.00",,"0.0","0.0","84","91","75",,"  240","  240",,"25.9","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-13","8.05",,"0.00",,"0.0","0.0","86","94","76",,"  360","  360",,"21.9","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-14","5.37",,"0.41",,"0.0","0.0","76","79","73",,"   40","   40",,"16.1","19.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-15","6.49",,"0.01",,"0.0","0.0","78","87","73",,"  310","  320",,"16.1","23.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-16","6.49",,"0.00",,"0.0","0.0","78","87","69",,"  240","  240",,"12.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-17","5.37",,"0.01",,"0.0","0.0","79","89","71",,"  200","  210",,"19.9","28.0",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-18","5.14",,"0.00",,"0.0","0.0","80","91","72",,"  190","  190",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-19","7.38",,"0.00",,"0.0","0.0","83","96","76",,"  200","  200",,"21.0","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-20","8.95",,"0.00",,"0.0","0.0","86","95","79",,"  240","  250",,"18.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-21","7.16",,"0.00",,"0.0","0.0","86","93","79",,"  260","  320",,"15.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-22","7.16",,"0.00",,"0.0","0.0","86","93","79",,"  310","  330",,"21.0","30.0",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-23","9.17",,"0.31",,"0.0","0.0","81","89","72",,"  120","  130",,"16.1","19.9","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-24","8.05",,"2.46",,"0.0","0.0","77","88","70",,"   10","   10",,"21.9","29.1","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-25","6.26",,"0.01",,"0.0","0.0","72","79","66",,"  120","  120",,"15.0","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-26","6.71",,"0.00",,"0.0","0.0","73","82","67",,"  130","  130",,"13.0","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-27","5.82",,"0.00",,"0.0","0.0","73","82","67",,"  230","  190",,"13.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-28","6.26",,"0.01",,"0.0","0.0","78","87","71",,"   50","   20",,"13.0","19.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-29","15.21",,"0.39",,"0.0","0.0","73","79","65",,"   40","   30",,"25.1","32.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-30","7.61",,"0.00",,"0.0","0.0","73","83","62",,"  350","   20",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-07-31","5.82",,"0.00",,"0.0","0.0","76","89","64",,"  340","  350",,"14.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-01","6.04",,"0.00",,"0.0","0.0","82","91","71",,"  200","  240",,"14.1","19.0",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-02","5.14",,"1.37",,"0.0","0.0","78","89","69",,"  280","  280",,"29.1","45.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-03","4.25",,"0.00",,"0.0","0.0","75","87","67",,"  210","  210",,"23.9","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-04","8.28",,"0.00",,"0.0","0.0","79","88","72",,"  180","  150",,"17.0","21.9",,,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-05","10.29",,"0.84",,"0.0","0.0","75","79","68",,"  300","  300",,"21.9","28.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-06","5.59",,"0.00",,"0.0","0.0","72","78","63",,"  300","  270",,"13.0","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-07","7.83",,"0.54",,"0.0","0.0","70","72","66",,"  110","   30",,"16.1","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-08","7.61",,"0.00",,"0.0","0.0","71","80","66",,"   20","  310",,"16.1","23.0",,,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-09","4.70",,"0.00",,"0.0","0.0","75","86","64",,"  190","  190",,"10.1","12.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-10","4.25",,"0.00",,"0.0","0.0","76","86","67",,"  150","  150",,"13.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-11","6.71",,"0.04",,"0.0","0.0","76","84","68",,"  210","  210",,"15.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-12","4.70",,"0.06",,"0.0","0.0","75","83","70",,"  190","  190",,"14.1","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-13","7.16",,"0.00",,"0.0","0.0","77","84","70",,"  340","  340",,"15.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-14","3.13",,"0.00",,"0.0","0.0","76","82","67",,"  220","  210",,"12.1","14.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-15","3.13",,"0.14",,"0.0","0.0","75","78","72",,"   90","  330",,"8.1","11.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-16","4.70",,"0.00",,"0.0","0.0","78","89","69",,"  280","  310",,"14.1","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-17","5.82",,"0.00",,"0.0","0.0","79","90","69",,"  190","  180",,"15.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-18","8.28",,"0.16",,"0.0","0.0","80","91","75",,"  270","  270",,"25.9","38.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-19","8.50",,"0.00",,"0.0","0.0","80","88","73",,"  270","  220",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-20","7.38",,"0.00",,"0.0","0.0","78","85","68",,"  310","  300",,"14.1","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-21","5.14",,"0.00",,"0.0","0.0","78","87","67",,"  190","  180",,"14.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-22","13.20",,"2.06",,"0.0","0.0","82","92","73",,"  280","  270",,"36.9","47.0","    1","    1","    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-23","8.95",,"0.10",,"0.0","0.0","79","84","68",,"  220","  200",,"19.9","25.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-24","7.61",,"0.00",,"0.0","0.0","74","82","65",,"  320","  340",,"17.0","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-25","7.38",,"0.00",,"0.0","0.0","72","79","65",,"   10","  320",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-26","6.49",,"0.00",,"0.0","0.0","73","81","65",,"   40","   20",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-27","6.26",,"0.00",,"0.0","0.0","71","79","62",,"  100","  100",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-28","10.29",,"0.00",,"0.0","0.0","69","77","60",,"  100","  100",,"21.0","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-29","11.41",,"0.74",,"0.0","0.0","66","67","62",,"   20","   30",,"21.0","27.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-30","8.72",,"0.00",,"0.0","0.0","67","78","60",,"  360","  320",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-08-31","9.40",,"0.00",,"0.0","0.0","74","84","66",,"  360","  250",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-01","8.72",,"0.00",,"0.0","0.0","66","69","57",,"   10","  360",,"23.0","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-02","8.72",,"0.48",,"0.0","0.0","62","66","57",,"   90","   90",,"17.0","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-03","8.95",,"0.01",,"0.0","0.0","66","74","62",,"  280","  310",,"17.0","23.9","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-04","10.51",,"0.00",,"0.0","0.0","71","83","61",,"  230","  230",,"21.9","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-05","10.07",,"0.11",,"0.0","0.0","76","88","69",,"  290","  300",,"21.9","33.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-06","7.38",,"0.54",,"0.0","0.0","68","71","61",,"   10","  360",,"21.0","23.9","    1",,"    1",,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-07","10.51",,"0.03",,"0.0","0.0","65","74","58",,"  250","  260",,"21.9","25.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-08","8.95",,"0.00",,"0.0","0.0","65","73","58",,"  280","  270",,"19.9","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-09","9.84",,"0.00",,"0.0","0.0","63","71","55",,"  330","  360",,"19.9","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-10","8.50",,"0.00",,"0.0","0.0","63","75","54",,"   30","  360",,"18.1","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-11","4.47",,"0.00",,"0.0","0.0","66","76","55",,"   10","  350",,"8.9","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-12","4.03",,"0.00",,"0.0","0.0","69","79","61",,"  240","  190",,"10.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-13","2.68",,"0.04",,"0.0","0.0","69","75","64",,"  240","  240",,"15.0","17.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-14","7.83",,"0.00",,"0.0","0.0","74","84","69",,"  230","  210",,"18.1","25.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-15","5.37",,"0.00",,"0.0","0.0","75","84","66",,"  230","  270",,"10.1","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-16","4.03",,"2.58",,"0.0","0.0","77","87","68",,"  110","  110",,"25.1","29.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-17","5.82",,"0.00",,"0.0","0.0","73","82","68",,"   90","   80",,"12.1","15.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-18","9.62",,"0.00",,"0.0","0.0","72","81","67",,"   40","   20",,"16.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-19","13.20",,"0.07",,"0.0","0.0","74","80","70",,"   40","   30",,"23.9","33.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-20","10.51",,"0.00",,"0.0","0.0","76","86","70",,"  350","  350",,"21.0","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-21","6.93",,"0.00",,"0.0","0.0","78","88","70",,"   10","  360",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-22","8.72",,"0.00",,"0.0","0.0","75","83","69",,"  340","  330",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-23","6.71",,"0.00",,"0.0","0.0","77","88","67",,"  360","  340",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-24","5.37",,"0.00",,"0.0","0.0","79","92","69",,"   90","  360",,"13.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-25","4.03",,"0.00",,"0.0","0.0","79","91","68",,"  120","  110",,"13.0","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-26","7.16",,"0.00",,"0.0","0.0","74","85","67",,"   30","  360",,"13.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-27","9.17",,"0.00",,"0.0","0.0","78","89","70",,"   40","   20",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-28","15.21",,"0.00",,"0.0","0.0","75","78","60",,"  330","  340",,"25.1","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-29","7.61",,"0.00",,"0.0","0.0","63","71","54",,"  260","  250",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-09-30","13.20",,"0.00",,"0.0","0.0","62","66","53",,"  330","  350",,"25.1","35.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-01","6.49",,"0.00",,"0.0","0.0","58","69","49",,"  350","  350",,"14.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-02","3.13",,"0.00",,"0.0","0.0","63","75","51",,"  130","  130",,"12.1","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-03","4.70",,"0.00",,"0.0","0.0","63","75","52",,"  130","   80",,"10.1","13.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-04","7.61",,"0.00",,"0.0","0.0","64","76","54",,"  220","  210",,"16.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-05","10.51",,"0.00",,"0.0","0.0","70","82","62",,"  240","  230",,"17.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-06","4.70",,"0.00",,"0.0","0.0","73","82","67",,"  230","  240",,"13.0","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-07","9.40",,"0.00",,"0.0","0.0","74","84","65",,"  190","  200",,"18.1","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-08","10.29",,"0.02",,"0.0","0.0","76","81","74",,"  220","  190",,"17.0","21.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-09","11.63",,"0.66",,"0.0","0.0","76","81","74",,"  190","  210",,"23.9","30.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-10","5.82",,"0.00",,"0.0","0.0","77","84","69",,"  320","  310",,"13.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-11","9.40",,"0.00",,"0.0","0.0","72","79","67",,"   80","   90",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-12","12.97",,"0.20",,"0.0","0.0","63","67","57",,"   70","   80",,"23.9","30.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-13","9.62",,"0.01",,"0.0","0.0","60","66","57",,"   60","   30",,"17.0","30.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-14","5.37",,"0.00",,"0.0","0.0","65","73","61",,"   10","  340",,"12.1","23.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-15","9.17",,"0.01",,"0.0","0.0","68","72","65",,"  210","  210",,"19.9","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-16","11.63",,"0.06",,"0.0","0.0","63","71","48",,"  330","  320",,"21.0","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-17","6.93",,"0.00",,"0.0","0.0","51","61","42",,"  360","   10",,"15.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-18","6.49",,"0.00",,"0.0","0.0","57","72","48",,"  210","  240",,"12.1","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-19","9.17",,"0.00",,"0.0","0.0","60","72","51",,"  240","  210",,"17.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-20","6.93",,"0.00",,"0.0","0.0","64","74","55",,"  330","  310",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-21","2.24",,"0.00",,"0.0","0.0","63","79","49",,"  230","  240",,"8.1","10.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-22","2.46",,"0.00",,"0.0","0.0","62","76","51",,"  140","  130",,"12.1","14.1","    1","    1",,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-23","8.50",,"0.00",,"0.0","0.0","66","77","59",,"  130","  130",,"16.1","21.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-24","12.53",,"0.33",,"0.0","0.0","72","75","62",,"  200","  200",,"35.1","47.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-25","8.50",,"0.00",,"0.0","0.0","62","66","52",,"  330","  330",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-26","11.18",,"0.00",,"0.0","0.0","54","58","47",,"  320","  290",,"21.9","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-27","5.14",,"0.00",,"0.0","0.0","54","65","44",,"  180","  180",,"13.0","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-28","7.83",,"0.00",,"0.0","0.0","59","70","49",,"  200","  190",,"19.9","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-29","8.95",,"1.96",,"0.0","0.0","63","67","57",,"  350","  350",,"23.9","34.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-30","17.67",,"0.41",,"0.0","0.0","55","57","46",,"  270","  270",,"31.1","40.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-10-31","10.74",,"0.00",,"0.0","0.0","53","60","43",,"  270","  290",,"23.9","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-11-01","6.04",,"0.00",,"0.0","0.0","51","64","40",,"  120","  120",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-11-02","5.59",,"0.00",,"0.0","0.0","64","75","53",,"  210","  220",,"15.0","21.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-11-03","8.95",,"0.00",,"0.0","0.0","65","73","52",,"  360","  360",,"25.1","35.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-11-04","8.28",,"0.03",,"0.0","0.0","53","59","44",,"   10","   30",,"19.9","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-11-05","5.59",,"0.13",,"0.0","0.0","57","68","51",,"   80","  210",,"13.0","16.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2017-11-06","12.53",,"0.00",,"0.0","0.0","64","70","47",,"  340","  330",,"23.9","32.0",,,,,,,,
